Timestamp,Profit Percentage
2016-06-27 00:00:00,23.145128481917908
2016-07-04 00:00:00,29.993889837037948
2016-07-11 00:00:00,33.124845294725326
2016-07-18 00:00:00,36.229854274363746
2016-07-25 00:00:00,40.33368470839092
2016-08-01 00:00:00,34.48541372730618
2016-08-08 00:00:00,32.50010416905085
2016-08-15 00:00:00,32.23380212272916
2016-08-22 00:00:00,27.636011912709186
2016-08-29 00:00:00,26.819861727101458
2016-09-05 00:00:00,24.41710121574856
2016-09-12 00:00:00,22.179630949383686
2016-09-19 00:00:00,23.113480684303095
2016-09-26 00:00:00,18.843066959154033
2016-10-03 00:00:00,20.83098210181508
2016-10-10 00:00:00,17.681883966638935
2016-10-17 00:00:00,17.254608663774672
2016-10-24 00:00:00,12.756992568572363
2016-10-31 00:00:00,15.876026776574909
2016-11-07 00:00:00,13.784675598854111
2016-11-14 00:00:00,16.058592291105363
2016-11-21 00:00:00,8.493239601541843
2016-11-28 00:00:00,14.219187516541709
2016-12-05 00:00:00,6.796245548829791
2016-12-12 00:00:00,10.776175593336422
2016-12-19 00:00:00,9.174873510641712
2016-12-26 00:00:00,8.704964343281018
2017-01-02 00:00:00,8.620980659765854
2017-01-09 00:00:00,7.786014897482736
2017-01-16 00:00:00,7.624267859827905
2017-01-23 00:00:00,7.940961308422541
2017-01-30 00:00:00,7.451953871619132
2017-02-06 00:00:00,6.447438978279631
2017-02-13 00:00:00,10.834901791243325
2017-02-20 00:00:00,7.6387291729805
2017-02-27 00:00:00,10.529760420322416
2017-03-06 00:00:00,11.03223362210251
2017-03-13 00:00:00,7.7445580429796665
2017-03-20 00:00:00,7.867857152684813
2017-03-27 00:00:00,11.432193409474124
2017-04-03 00:00:00,12.886694939363574
2017-04-10 00:00:00,15.534339289580073
2017-04-17 00:00:00,17.148769341763998
2017-04-24 00:00:00,16.68555209750221
2017-05-01 00:00:00,15.184601204026317
2017-05-08 00:00:00,17.48343453662736
2017-05-15 00:00:00,18.12809376347633
2017-05-22 00:00:00,18.449226194903964
2017-05-29 00:00:00,19.625721624919347
2017-06-05 00:00:00,16.189851191781816
2017-06-12 00:00:00,16.496377997455152
2017-06-19 00:00:00,19.708677070481432
2017-06-26 00:00:00,18.958507455530622
2017-07-03 00:00:00,20.539967282896942
2017-07-10 00:00:00,21.57986456723439
2017-07-17 00:00:00,22.818171109471994
2017-07-24 00:00:00,21.182919637078324
2017-07-31 00:00:00,17.7497008059706
2017-08-07 00:00:00,16.495928574176066
2017-08-14 00:00:00,15.751744127699313
2017-08-21 00:00:00,16.38248365833646
2017-08-28 00:00:00,11.765706899620236
2017-09-04 00:00:00,14.718967261768526
2017-09-11 00:00:00,14.505629489819214
2017-09-18 00:00:00,12.989374995941208
2017-09-25 00:00:00,12.60229020033564
2017-10-02 00:00:00,9.834456845053603
2017-10-09 00:00:00,8.631651775113175
2017-10-16 00:00:00,8.914799107682136
2017-10-23 00:00:00,10.46255655799593
2017-10-30 00:00:00,9.0334910516228
2017-11-06 00:00:00,9.124688989349774
2017-11-13 00:00:00,6.958913681718211
2017-11-20 00:00:00,6.017998519752707
2017-11-27 00:00:00,5.178157740050838
2017-12-04 00:00:00,4.445275291800499
2017-12-11 00:00:00,3.168233627985631
2017-12-18 00:00:00,4.984915178091753
2017-12-25 00:00:00,4.8044494312433965
2018-01-01 00:00:00,1.4267529833263586
2018-01-08 00:00:00,2.8101889969603646
2018-01-15 00:00:00,5.144633928225154
2018-01-22 00:00:00,0.3936011872387354
2018-01-29 00:00:00,2.363360108186802
2018-02-05 00:00:00,3.5420386973945868
2018-02-12 00:00:00,4.057708340209155
2018-02-19 00:00:00,3.990949397507523
2018-02-26 00:00:00,4.6957410749580175
2018-03-05 00:00:00,4.272543148714162
2018-03-12 00:00:00,7.456040177139497
2018-03-19 00:00:00,7.497383935643094
2018-03-26 00:00:00,9.2741056758733
2018-04-02 00:00:00,6.0966279798497744
2018-04-09 00:00:00,7.21308483112426
2018-04-16 00:00:00,9.09801488618056
2018-04-23 00:00:00,9.37300448190598
2018-04-30 00:00:00,11.24673512507052
2018-05-07 00:00:00,9.673479163930526
2018-05-14 00:00:00,11.899324395472098
2018-05-21 00:00:00,8.35557292153438
2018-05-28 00:00:00,10.412459850311274
2018-06-04 00:00:00,9.510150295992691
2018-06-11 00:00:00,10.43352976441383
2018-06-18 00:00:00,8.064766396369253
2018-06-25 00:00:00,9.962835203517564
