Timestamp,Profit Percentage
2016-07-01 00:00:00,24.20575584312538
2016-07-06 00:00:00,30.768516803097416
2016-07-11 00:00:00,34.25203645384157
2016-07-16 00:00:00,33.32637401432186
2016-07-21 00:00:00,38.025571619999866
2016-07-26 00:00:00,40.39526239370371
2016-07-31 00:00:00,35.33999770028251
2016-08-05 00:00:00,34.91258182277927
2016-08-10 00:00:00,31.71042081164074
2016-08-15 00:00:00,32.24762086249016
2016-08-20 00:00:00,29.670171430513445
2016-08-25 00:00:00,26.662984421965362
2016-08-30 00:00:00,26.743867715612623
2016-09-04 00:00:00,24.237709169263965
2016-09-09 00:00:00,24.886587028998832
2016-09-14 00:00:00,20.543005158065196
2016-09-19 00:00:00,22.886514311951466
2016-09-24 00:00:00,24.120262324345568
2016-09-29 00:00:00,16.223137687088602
2016-10-04 00:00:00,21.339431145903347
2016-10-09 00:00:00,17.823737753830958
2016-10-14 00:00:00,18.404205193457667
2016-10-19 00:00:00,16.65253506945325
2016-10-24 00:00:00,13.808285726819719
2016-10-29 00:00:00,11.577880458088664
2016-11-03 00:00:00,18.302077969637786
2016-11-08 00:00:00,11.896703887295413
2016-11-13 00:00:00,16.262779253179378
2016-11-18 00:00:00,16.379524731326416
2016-11-23 00:00:00,6.3103896195238285
2016-11-28 00:00:00,13.529802607251455
2016-12-03 00:00:00,10.58715067320056
2016-12-08 00:00:00,9.380275336178867
2016-12-13 00:00:00,9.471623377366496
2016-12-18 00:00:00,11.24475843627732
2016-12-23 00:00:00,7.395966238170474
2016-12-28 00:00:00,8.807690994460861
2017-01-02 00:00:00,10.374470131118573
2017-01-07 00:00:00,7.733264952820615
2017-01-12 00:00:00,7.351529881861302
2017-01-17 00:00:00,7.743098706084412
2017-01-22 00:00:00,6.875742852842653
2017-01-27 00:00:00,7.629101310457502
2017-02-01 00:00:00,7.834638945468059
2017-02-06 00:00:00,4.9321532439875915
2017-02-11 00:00:00,9.72321298277223
2017-02-16 00:00:00,10.979802599820223
2017-02-21 00:00:00,5.750732472345425
2017-02-26 00:00:00,10.799311703520933
2017-03-03 00:00:00,10.426688302027712
2017-03-08 00:00:00,12.002664930170232
2017-03-13 00:00:00,7.507220788280685
2017-03-18 00:00:00,7.793340272408027
2017-03-23 00:00:00,8.643514283910974
2017-03-28 00:00:00,9.832623300304663
2017-04-02 00:00:00,15.120766228514837
2017-04-07 00:00:00,10.130859732937504
2017-04-12 00:00:00,17.506010402332652
2017-04-17 00:00:00,17.21914285684561
2017-04-22 00:00:00,17.520249376668552
